#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1879   0.243659E+03  -0.233116E+01   0.434635E-06  -0.233116E+01   0.101764E+02  -0.745755E-07   0.434635E-06  -0.745755E-07   0.155103E-08
  1880   0.242582E+03  -0.245751E+01   0.437644E-06  -0.245751E+01   0.102300E+02  -0.750271E-07   0.437644E-06  -0.750271E-07   0.154914E-08
  1881   0.241519E+03  -0.258750E+01   0.440637E-06  -0.258750E+01   0.102830E+02  -0.754685E-07   0.440637E-06  -0.754685E-07   0.154726E-08
  1882   0.240463E+03  -0.272117E+01   0.443612E-06  -0.272117E+01   0.103361E+02  -0.758999E-07   0.443612E-06  -0.758999E-07   0.154537E-08
  1883   0.239427E+03  -0.285850E+01   0.446569E-06  -0.285850E+01   0.103870E+02  -0.763212E-07   0.446569E-06  -0.763212E-07   0.154349E-08
  1884   0.238405E+03  -0.299937E+01   0.449507E-06  -0.299937E+01   0.104389E+02  -0.767324E-07   0.449507E-06  -0.767324E-07   0.154162E-08
  1885   0.237397E+03  -0.314377E+01   0.452426E-06  -0.314377E+01   0.104885E+02  -0.771334E-07   0.452426E-06  -0.771334E-07   0.153974E-08
  1886   0.236395E+03  -0.329143E+01   0.455324E-06  -0.329143E+01   0.105383E+02  -0.775243E-07   0.455324E-06  -0.775243E-07   0.153787E-08
  1887   0.235407E+03  -0.344257E+01   0.458203E-06  -0.344257E+01   0.105867E+02  -0.779051E-07   0.458203E-06  -0.779051E-07   0.153601E-08
  1888   0.234448E+03  -0.359682E+01   0.461060E-06  -0.359682E+01   0.106338E+02  -0.782757E-07   0.461060E-06  -0.782757E-07   0.153414E-08
  1889   0.233488E+03  -0.375428E+01   0.463896E-06  -0.375428E+01   0.106802E+02  -0.786362E-07   0.463896E-06  -0.786362E-07   0.153228E-08
  1890   0.232549E+03  -0.391486E+01   0.466710E-06  -0.391486E+01   0.107259E+02  -0.789865E-07   0.466710E-06  -0.789865E-07   0.153042E-08
  1891   0.231631E+03  -0.407830E+01   0.469501E-06  -0.407830E+01   0.107710E+02  -0.793266E-07   0.469501E-06  -0.793266E-07   0.152856E-08
  1892   0.230720E+03  -0.424481E+01   0.472269E-06  -0.424481E+01   0.108147E+02  -0.796565E-07   0.472269E-06  -0.796565E-07   0.152671E-08
  1893   0.229823E+03  -0.441396E+01   0.475014E-06  -0.441396E+01   0.108578E+02  -0.799761E-07   0.475014E-06  -0.799761E-07   0.152486E-08
  1894   0.228947E+03  -0.458575E+01   0.477734E-06  -0.458575E+01   0.108995E+02  -0.802856E-07   0.477734E-06  -0.802856E-07   0.152301E-08
  1895   0.228077E+03  -0.476028E+01   0.480430E-06  -0.476028E+01   0.109406E+02  -0.805849E-07   0.480430E-06  -0.805849E-07   0.152116E-08
  1896   0.227229E+03  -0.493739E+01   0.483100E-06  -0.493739E+01   0.109810E+02  -0.808739E-07   0.483100E-06  -0.808739E-07   0.151932E-08
  1897   0.226402E+03  -0.511695E+01   0.485744E-06  -0.511695E+01   0.110193E+02  -0.811526E-07   0.485744E-06  -0.811526E-07   0.151748E-08
  1898   0.225582E+03  -0.529904E+01   0.488363E-06  -0.529904E+01   0.110569E+02  -0.814211E-07   0.488363E-06  -0.814211E-07   0.151564E-08
  1899   0.224784E+03  -0.548330E+01   0.490954E-06  -0.548330E+01   0.110939E+02  -0.816794E-07   0.490954E-06  -0.816794E-07   0.151381E-08
  1900   0.223991E+03  -0.566989E+01   0.493518E-06  -0.566989E+01   0.111288E+02  -0.819273E-07   0.493518E-06  -0.819273E-07   0.151198E-08
  1901   0.223221E+03  -0.585873E+01   0.496054E-06  -0.585873E+01   0.111630E+02  -0.821650E-07   0.496054E-06  -0.821650E-07   0.151015E-08
  1902   0.222472E+03  -0.604953E+01   0.498562E-06  -0.604953E+01   0.111958E+02  -0.823924E-07   0.498562E-06  -0.823924E-07   0.150832E-08
  1903   0.221729E+03  -0.624199E+01   0.501042E-06  -0.624199E+01   0.112273E+02  -0.826097E-07   0.501042E-06  -0.826097E-07   0.150650E-08
  1904   0.221023E+03  -0.643583E+01   0.503496E-06  -0.643583E+01   0.112588E+02  -0.828168E-07   0.503496E-06  -0.828168E-07   0.150468E-08
  1905   0.220301E+03  -0.663222E+01   0.505922E-06  -0.663222E+01   0.112882E+02  -0.830137E-07   0.505922E-06  -0.830137E-07   0.150286E-08
  1906   0.219609E+03  -0.683044E+01   0.508321E-06  -0.683044E+01   0.113162E+02  -0.832006E-07   0.508321E-06  -0.832006E-07   0.150105E-08
  1907   0.218938E+03  -0.702898E+01   0.510694E-06  -0.702898E+01   0.113443E+02  -0.833775E-07   0.510694E-06  -0.833775E-07   0.149924E-08
  1908   0.218281E+03  -0.723009E+01   0.513040E-06  -0.723009E+01   0.113702E+02  -0.835443E-07   0.513040E-06  -0.835443E-07   0.149743E-08
  1909   0.217631E+03  -0.743153E+01   0.515360E-06  -0.743153E+01   0.113948E+02  -0.837013E-07   0.515360E-06  -0.837013E-07   0.149562E-08
  1910   0.217003E+03  -0.763479E+01   0.517654E-06  -0.763479E+01   0.114194E+02  -0.838483E-07   0.517654E-06  -0.838483E-07   0.149381E-08
  1911   0.216397E+03  -0.783987E+01   0.519922E-06  -0.783987E+01   0.114419E+02  -0.839855E-07   0.519922E-06  -0.839855E-07   0.149201E-08
  1912   0.215805E+03  -0.804455E+01   0.522164E-06  -0.804455E+01   0.114629E+02  -0.841129E-07   0.522164E-06  -0.841129E-07   0.149021E-08
  1913   0.215235E+03  -0.825030E+01   0.524382E-06  -0.825030E+01   0.114826E+02  -0.842305E-07   0.524382E-06  -0.842305E-07   0.148842E-08
  1914   0.214672E+03  -0.845714E+01   0.526573E-06  -0.845714E+01   0.115008E+02  -0.843384E-07   0.526573E-06  -0.843384E-07   0.148663E-08
  1915   0.214130E+03  -0.866507E+01   0.528740E-06  -0.866507E+01   0.115184E+02  -0.844367E-07   0.528740E-06  -0.844367E-07   0.148483E-08
  1916   0.213596E+03  -0.887333E+01   0.530883E-06  -0.887333E+01   0.115345E+02  -0.845253E-07   0.530883E-06  -0.845253E-07   0.148305E-08
  1917   0.213091E+03  -0.908268E+01   0.533000E-06  -0.908268E+01   0.115485E+02  -0.846043E-07   0.533000E-06  -0.846043E-07   0.148126E-08
  1918   0.212593E+03  -0.929237E+01   0.535094E-06  -0.929237E+01   0.115626E+02  -0.846737E-07   0.535094E-06  -0.846737E-07   0.147948E-08
  1919   0.212118E+03  -0.950241E+01   0.537163E-06  -0.950241E+01   0.115744E+02  -0.847337E-07   0.537163E-06  -0.847337E-07   0.147770E-08
  1920   0.211656E+03  -0.971279E+01   0.539209E-06  -0.971279E+01   0.115849E+02  -0.847842E-07   0.539209E-06  -0.847842E-07   0.147592E-08
  1921   0.211202E+03  -0.992277E+01   0.541230E-06  -0.992277E+01   0.115947E+02  -0.848253E-07   0.541230E-06  -0.848253E-07   0.147415E-08
  1922   0.210778E+03  -0.101331E+02   0.543229E-06  -0.101331E+02   0.116023E+02  -0.848570E-07   0.543229E-06  -0.848570E-07   0.147238E-08
  1923   0.210361E+03  -0.103430E+02   0.545204E-06  -0.103430E+02   0.116092E+02  -0.848793E-07   0.545204E-06  -0.848793E-07   0.147061E-08
  1924   0.209951E+03  -0.105533E+02   0.547156E-06  -0.105533E+02   0.116146E+02  -0.848924E-07   0.547156E-06  -0.848924E-07   0.146884E-08
  1925   0.209578E+03  -0.107640E+02   0.549085E-06  -0.107640E+02   0.116179E+02  -0.848963E-07   0.549085E-06  -0.848963E-07   0.146707E-08
  1926   0.209205E+03  -0.109735E+02   0.550992E-06  -0.109735E+02   0.116213E+02  -0.848910E-07   0.550992E-06  -0.848910E-07   0.146531E-08
  1927   0.208840E+03  -0.111841E+02   0.552876E-06  -0.111841E+02   0.116232E+02  -0.848765E-07   0.552876E-06  -0.848765E-07   0.146355E-08
  1928   0.208511E+03  -0.113913E+02   0.554738E-06  -0.113913E+02   0.116236E+02  -0.848529E-07   0.554738E-06  -0.848529E-07   0.146180E-08
  1929   0.208183E+03  -0.116004E+02   0.556579E-06  -0.116004E+02   0.116226E+02  -0.848202E-07   0.556579E-06  -0.848202E-07   0.146004E-08
  1930   0.207877E+03  -0.118076E+02   0.558397E-06  -0.118076E+02   0.116202E+02  -0.847786E-07   0.558397E-06  -0.847786E-07   0.145829E-08
  1931   0.207593E+03  -0.120144E+02   0.560194E-06  -0.120144E+02   0.116156E+02  -0.847279E-07   0.560194E-06  -0.847279E-07   0.145655E-08
  1932   0.207317E+03  -0.122201E+02   0.561970E-06  -0.122201E+02   0.116110E+02  -0.846683E-07   0.561970E-06  -0.846683E-07   0.145480E-08
  1933   0.207056E+03  -0.124254E+02   0.563724E-06  -0.124254E+02   0.116042E+02  -0.845998E-07   0.563724E-06  -0.845998E-07   0.145306E-08
  1934   0.206809E+03  -0.126295E+02   0.565458E-06  -0.126295E+02   0.115967E+02  -0.845225E-07   0.565458E-06  -0.845225E-07   0.145132E-08
  1935   0.206578E+03  -0.128326E+02   0.567171E-06  -0.128326E+02   0.115870E+02  -0.844364E-07   0.567171E-06  -0.844364E-07   0.144958E-08
  1936   0.206362E+03  -0.130345E+02   0.568864E-06  -0.130345E+02   0.115774E+02  -0.843415E-07   0.568864E-06  -0.843415E-07   0.144784E-08
  1937   0.206154E+03  -0.132345E+02   0.570537E-06  -0.132345E+02   0.115640E+02  -0.842379E-07   0.570537E-06  -0.842379E-07   0.144611E-08
  1938   0.205968E+03  -0.134335E+02   0.572189E-06  -0.134335E+02   0.115514E+02  -0.841256E-07   0.572189E-06  -0.841256E-07   0.144438E-08
  1939   0.205797E+03  -0.136313E+02   0.573822E-06  -0.136313E+02   0.115366E+02  -0.840047E-07   0.573822E-06  -0.840047E-07   0.144265E-08
  1940   0.205634E+03  -0.138280E+02   0.575435E-06  -0.138280E+02   0.115211E+02  -0.838752E-07   0.575435E-06  -0.838752E-07   0.144093E-08
  1941   0.205494E+03  -0.140221E+02   0.577029E-06  -0.140221E+02   0.115041E+02  -0.837372E-07   0.577029E-06  -0.837372E-07   0.143920E-08
  1942   0.205354E+03  -0.142150E+02   0.578604E-06  -0.142150E+02   0.114856E+02  -0.835907E-07   0.578604E-06  -0.835907E-07   0.143748E-08
  1943   0.205237E+03  -0.144069E+02   0.580159E-06  -0.144069E+02   0.114665E+02  -0.834357E-07   0.580159E-06  -0.834357E-07   0.143576E-08
  1944   0.205135E+03  -0.145961E+02   0.581697E-06  -0.145961E+02   0.114443E+02  -0.832723E-07   0.581697E-06  -0.832723E-07   0.143405E-08
  1945   0.205034E+03  -0.147827E+02   0.583215E-06  -0.147827E+02   0.114229E+02  -0.831006E-07   0.583215E-06  -0.831006E-07   0.143234E-08
  1946   0.204956E+03  -0.149690E+02   0.584715E-06  -0.149690E+02   0.113993E+02  -0.829205E-07   0.584715E-06  -0.829205E-07   0.143063E-08
  1947   0.204878E+03  -0.151519E+02   0.586198E-06  -0.151519E+02   0.113749E+02  -0.827322E-07   0.586198E-06  -0.827322E-07   0.142892E-08
  1948   0.204830E+03  -0.153337E+02   0.587662E-06  -0.153337E+02   0.113491E+02  -0.825356E-07   0.587662E-06  -0.825356E-07   0.142721E-08
  1949   0.204783E+03  -0.155122E+02   0.589109E-06  -0.155122E+02   0.113210E+02  -0.823308E-07   0.589109E-06  -0.823308E-07   0.142551E-08
  1950   0.204751E+03  -0.156896E+02   0.590538E-06  -0.156896E+02   0.112929E+02  -0.821179E-07   0.590538E-06  -0.821179E-07   0.142381E-08
  1951   0.204735E+03  -0.158636E+02   0.591951E-06  -0.158636E+02   0.112641E+02  -0.818969E-07   0.591951E-06  -0.818969E-07   0.142211E-08
  1952   0.204727E+03  -0.160358E+02   0.593345E-06  -0.160358E+02   0.112323E+02  -0.816678E-07   0.593345E-06  -0.816678E-07   0.142042E-08
  1953   0.204735E+03  -0.162053E+02   0.594722E-06  -0.162053E+02   0.112005E+02  -0.814308E-07   0.594722E-06  -0.814308E-07   0.141873E-08
  1954   0.204751E+03  -0.163722E+02   0.596080E-06  -0.163722E+02   0.111672E+02  -0.811859E-07   0.596080E-06  -0.811859E-07   0.141704E-08
  1955   0.204775E+03  -0.165373E+02   0.597420E-06  -0.165373E+02   0.111332E+02  -0.809331E-07   0.597420E-06  -0.809331E-07   0.141535E-08
  1956   0.204807E+03  -0.166990E+02   0.598742E-06  -0.166990E+02   0.110976E+02  -0.806726E-07   0.598742E-06  -0.806726E-07   0.141366E-08
  1957   0.204884E+03  -0.168581E+02   0.600044E-06  -0.168581E+02   0.110606E+02  -0.804043E-07   0.600044E-06  -0.804043E-07   0.141198E-08
  1958   0.204917E+03  -0.170145E+02   0.601326E-06  -0.170145E+02   0.110227E+02  -0.801284E-07   0.601326E-06  -0.801284E-07   0.141030E-08
  1959   0.204989E+03  -0.171683E+02   0.602589E-06  -0.171683E+02   0.109834E+02  -0.798449E-07   0.602589E-06  -0.798449E-07   0.140862E-08
  1960   0.205061E+03  -0.173194E+02   0.603831E-06  -0.173194E+02   0.109441E+02  -0.795540E-07   0.603831E-06  -0.795540E-07   0.140695E-08
  1961   0.205149E+03  -0.174671E+02   0.605053E-06  -0.174671E+02   0.109033E+02  -0.792555E-07   0.605053E-06  -0.792555E-07   0.140527E-08
  1962   0.205245E+03  -0.176115E+02   0.606255E-06  -0.176115E+02   0.108617E+02  -0.789497E-07   0.606255E-06  -0.789497E-07   0.140360E-08
  1963   0.205349E+03  -0.177524E+02   0.607435E-06  -0.177524E+02   0.108186E+02  -0.786366E-07   0.607435E-06  -0.786366E-07   0.140193E-08
  1964   0.205462E+03  -0.178906E+02   0.608593E-06  -0.178906E+02   0.107747E+02  -0.783162E-07   0.608593E-06  -0.783162E-07   0.140027E-08
  1965   0.205590E+03  -0.180255E+02   0.609730E-06  -0.180255E+02   0.107293E+02  -0.779886E-07   0.609730E-06  -0.779886E-07   0.139860E-08
  1966   0.205719E+03  -0.181576E+02   0.610845E-06  -0.181576E+02   0.106824E+02  -0.776539E-07   0.610845E-06  -0.776539E-07   0.139694E-08
  1967   0.205864E+03  -0.182863E+02   0.611937E-06  -0.182863E+02   0.106355E+02  -0.773122E-07   0.611937E-06  -0.773122E-07   0.139529E-08
  1968   0.206002E+03  -0.184116E+02   0.613006E-06  -0.184116E+02   0.105870E+02  -0.769635E-07   0.613006E-06  -0.769635E-07   0.139363E-08
  1969   0.206163E+03  -0.185334E+02   0.614052E-06  -0.185334E+02   0.105378E+02  -0.766078E-07   0.614052E-06  -0.766078E-07   0.139198E-08
  1970   0.206318E+03  -0.186518E+02   0.615075E-06  -0.186518E+02   0.104893E+02  -0.762453E-07   0.615075E-06  -0.762453E-07   0.139032E-08
  1971   0.206489E+03  -0.187667E+02   0.616074E-06  -0.187667E+02   0.104385E+02  -0.758761E-07   0.616074E-06  -0.758761E-07   0.138868E-08
  1972   0.206660E+03  -0.188774E+02   0.617048E-06  -0.188774E+02   0.103862E+02  -0.755000E-07   0.617048E-06  -0.755000E-07   0.138703E-08
  1973   0.206840E+03  -0.189854E+02   0.617999E-06  -0.189854E+02   0.103346E+02  -0.751174E-07   0.617999E-06  -0.751174E-07   0.138538E-08
  1974   0.207035E+03  -0.190899E+02   0.618924E-06  -0.190899E+02   0.102807E+02  -0.747281E-07   0.618924E-06  -0.747281E-07   0.138374E-08
  1975   0.207225E+03  -0.191910E+02   0.619824E-06  -0.191910E+02   0.102268E+02  -0.743323E-07   0.619824E-06  -0.743323E-07   0.138210E-08
  1976   0.207422E+03  -0.192878E+02   0.620699E-06  -0.192878E+02   0.101713E+02  -0.739301E-07   0.620699E-06  -0.739301E-07   0.138047E-08
  1977   0.207628E+03  -0.193811E+02   0.621548E-06  -0.193811E+02   0.101158E+02  -0.735214E-07   0.621548E-06  -0.735214E-07   0.137883E-08
  1978   0.207835E+03  -0.194702E+02   0.622371E-06  -0.194702E+02   0.100595E+02  -0.731064E-07   0.622371E-06  -0.731064E-07   0.137720E-08
  1979   0.208050E+03  -0.195557E+02   0.623168E-06  -0.195557E+02   0.100024E+02  -0.726852E-07   0.623168E-06  -0.726852E-07   0.137557E-08
  1980   0.208274E+03  -0.196378E+02   0.623937E-06  -0.196378E+02   0.994454E+01  -0.722577E-07   0.623937E-06  -0.722577E-07   0.137394E-08
  1981   0.208491E+03  -0.197156E+02   0.624680E-06  -0.197156E+02   0.988586E+01  -0.718241E-07   0.624680E-06  -0.718241E-07   0.137232E-08
  1982   0.208717E+03  -0.197899E+02   0.625395E-06  -0.197899E+02   0.982639E+01  -0.713845E-07   0.625395E-06  -0.713845E-07   0.137069E-08
  1983   0.208951E+03  -0.198606E+02   0.626083E-06  -0.198606E+02   0.976611E+01  -0.709388E-07   0.626083E-06  -0.709388E-07   0.136907E-08
  1984   0.209187E+03  -0.199271E+02   0.626742E-06  -0.199271E+02   0.970578E+01  -0.704872E-07   0.626742E-06  -0.704872E-07   0.136745E-08
  1985   0.209430E+03  -0.199900E+02   0.627373E-06  -0.199900E+02   0.964390E+01  -0.700298E-07   0.627373E-06  -0.700298E-07   0.136584E-08
  1986   0.209668E+03  -0.200487E+02   0.627975E-06  -0.200487E+02   0.958196E+01  -0.695665E-07   0.627975E-06  -0.695665E-07   0.136423E-08
  1987   0.209906E+03  -0.201038E+02   0.628548E-06  -0.201038E+02   0.951995E+01  -0.690975E-07   0.628548E-06  -0.690975E-07   0.136261E-08
  1988   0.210153E+03  -0.201545E+02   0.629092E-06  -0.201545E+02   0.945714E+01  -0.686228E-07   0.629092E-06  -0.686228E-07   0.136101E-08
  1989   0.210401E+03  -0.202003E+02   0.629605E-06  -0.202003E+02   0.939426E+01  -0.681425E-07   0.629605E-06  -0.681425E-07   0.135940E-08
  1990   0.210658E+03  -0.202440E+02   0.630089E-06  -0.202440E+02   0.933057E+01  -0.676567E-07   0.630089E-06  -0.676567E-07   0.135779E-08
  1991   0.210901E+03  -0.202826E+02   0.630543E-06  -0.202826E+02   0.926532E+01  -0.671654E-07   0.630543E-06  -0.671654E-07   0.135619E-08
  1992   0.211145E+03  -0.203176E+02   0.630965E-06  -0.203176E+02   0.920074E+01  -0.666686E-07   0.630965E-06  -0.666686E-07   0.135459E-08
  1993   0.211398E+03  -0.203483E+02   0.631357E-06  -0.203483E+02   0.913609E+01  -0.661666E-07   0.631357E-06  -0.661666E-07   0.135300E-08
  1994   0.211652E+03  -0.203754E+02   0.631717E-06  -0.203754E+02   0.906988E+01  -0.656592E-07   0.631717E-06  -0.656592E-07   0.135140E-08
  1995   0.211914E+03  -0.203989E+02   0.632045E-06  -0.203989E+02   0.900359E+01  -0.651467E-07   0.632045E-06  -0.651467E-07   0.134981E-08
  1996   0.212163E+03  -0.204180E+02   0.632341E-06  -0.204180E+02   0.893648E+01  -0.646289E-07   0.632341E-06  -0.646289E-07   0.134822E-08
  1997   0.212413E+03  -0.204321E+02   0.632605E-06  -0.204321E+02   0.886929E+01  -0.641061E-07   0.632605E-06  -0.641061E-07   0.134663E-08
  1998   0.212671E+03  -0.204425E+02   0.632836E-06  -0.204425E+02   0.880276E+01  -0.635783E-07   0.632836E-06  -0.635783E-07   0.134504E-08
  1999   0.212924E+03  -0.204501E+02   0.633035E-06  -0.204501E+02   0.873466E+01  -0.630455E-07   0.633035E-06  -0.630455E-07   0.134346E-08
  2000   0.213170E+03  -0.204526E+02   0.633199E-06  -0.204526E+02   0.866722E+01  -0.625079E-07   0.633199E-06  -0.625079E-07   0.134188E-08
  2001   0.213425E+03  -0.204514E+02   0.633330E-06  -0.204514E+02   0.859969E+01  -0.619654E-07   0.633330E-06  -0.619654E-07   0.134030E-08
  2002   0.213674E+03  -0.204466E+02   0.633427E-06  -0.204466E+02   0.853133E+01  -0.614182E-07   0.633427E-06  -0.614182E-07   0.133872E-08
  2003   0.213923E+03  -0.204374E+02   0.633491E-06  -0.204374E+02   0.846289E+01  -0.608664E-07   0.633491E-06  -0.608664E-07   0.133715E-08
  2004   0.214175E+03  -0.204245E+02   0.633520E-06  -0.204245E+02   0.839436E+01  -0.603100E-07   0.633520E-06  -0.603100E-07   0.133557E-08
  2005   0.214412E+03  -0.204072E+02   0.633515E-06  -0.204072E+02   0.832500E+01  -0.597491E-07   0.633515E-06  -0.597491E-07   0.133400E-08
  2006   0.214658E+03  -0.203870E+02   0.633476E-06  -0.203870E+02   0.825704E+01  -0.591839E-07   0.633476E-06  -0.591839E-07   0.133243E-08
  2007   0.214890E+03  -0.203617E+02   0.633402E-06  -0.203617E+02   0.818750E+01  -0.586144E-07   0.633402E-06  -0.586144E-07   0.133087E-08
  2008   0.215131E+03  -0.203334E+02   0.633294E-06  -0.203334E+02   0.811789E+01  -0.580407E-07   0.633294E-06  -0.580407E-07   0.132931E-08
  2009   0.215366E+03  -0.203000E+02   0.633151E-06  -0.203000E+02   0.804892E+01  -0.574629E-07   0.633151E-06  -0.574629E-07   0.132774E-08
  2010   0.215587E+03  -0.202636E+02   0.632973E-06  -0.202636E+02   0.797988E+01  -0.568811E-07   0.632973E-06  -0.568811E-07   0.132618E-08
  2011   0.215817E+03  -0.202235E+02   0.632761E-06  -0.202235E+02   0.791000E+01  -0.562954E-07   0.632761E-06  -0.562954E-07   0.132463E-08
  2012   0.216040E+03  -0.201797E+02   0.632513E-06  -0.201797E+02   0.784079E+01  -0.557058E-07   0.632513E-06  -0.557058E-07   0.132307E-08
  2013   0.216249E+03  -0.201322E+02   0.632231E-06  -0.201322E+02   0.777074E+01  -0.551125E-07   0.632231E-06  -0.551125E-07   0.132152E-08
  2014   0.216467E+03  -0.200795E+02   0.631913E-06  -0.200795E+02   0.770210E+01  -0.545156E-07   0.631913E-06  -0.545156E-07   0.131997E-08
  2015   0.216679E+03  -0.200253E+02   0.631560E-06  -0.200253E+02   0.763262E+01  -0.539151E-07   0.631560E-06  -0.539151E-07   0.131842E-08
  2016   0.216891E+03  -0.199659E+02   0.631172E-06  -0.199659E+02   0.756381E+01  -0.533112E-07   0.631172E-06  -0.533112E-07   0.131688E-08
  2017   0.217083E+03  -0.199034E+02   0.630747E-06  -0.199034E+02   0.749491E+01  -0.527038E-07   0.630747E-06  -0.527038E-07   0.131533E-08
  2018   0.217275E+03  -0.198373E+02   0.630288E-06  -0.198373E+02   0.742608E+01  -0.520932E-07   0.630288E-06  -0.520932E-07   0.131379E-08
  2019   0.217461E+03  -0.197659E+02   0.629792E-06  -0.197659E+02   0.735731E+01  -0.514794E-07   0.629792E-06  -0.514794E-07   0.131225E-08
